Order ID,Order Status,Order Date,Order Day of Week,Order Month,Order Year,Customer ID,Company ID,Product ID,Product Variant ID,Product Unit Selling Price,Product Quantity,Total Selling Price,Payment Status,Shipment ID,Shipment Number,Shipping Address Type,Shipping City,Shipping State,Shipping Postal Code,Shipping Country
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_5002,Prod_Var_50223,2.6,10,26.0,Received,449,449,Business,Overland Park,Kansas,66209,United States
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_7700,Prod_Var_77000,6.0,4,24.0,Received,449,449,Business,Overland Park,Kansas,66209,United States
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_8072,Prod_Var_80720,3.25,24,78.0,Received,449,449,Business,Overland Park,Kansas,66209,United States
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_8080,Prod_Var_80801,10.0,2,20.0,Received,449,449,Business,Overland Park,Kansas,66209,United States
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_5001,Prod_Var_50012,3.5,1,3.5,Received,449,449,Business,Overland Park,Kansas,66209,United States
109,Completed,9/2/2013,Monday,September,2013.0,Cust_2941,Company_52390,Prod_5001,Prod_Var_50011,3.5,1,3.5,Received,449,449,Business,Overland Park,Kansas,66209,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1000,Prod_Var_10001,3.95,2,7.9,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1000,Prod_Var_10002,3.95,3,11.85,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1000,Prod_Var_10003,3.95,3,11.85,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1000,Prod_Var_10004,3.95,3,11.85,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1000,Prod_Var_10005,3.95,2,7.9,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_4310,Prod_Var_45000,5.0,4,20.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_4402,Prod_Var_44021,2.5,4,10.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5080,Prod_Var_50800,2.75,3,8.25,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5080,Prod_Var_50801,2.75,3,8.25,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5002,Prod_Var_50421,2.25,2,4.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5002,Prod_Var_50423,2.6,2,5.2,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35000,11.5,3,34.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35001,11.5,3,34.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35002,11.5,4,46.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35003,11.5,3,34.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35004,11.5,1,11.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35005,11.5,2,23.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35006,11.5,2,23.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3500,Prod_Var_35007,11.5,1,11.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1005,Prod_Var_10050,3.95,4,15.8,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1017,Prod_Var_10170,3.5,6,21.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1007,Prod_Var_10070,3.5,6,21.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1012,Prod_Var_10121,3.0,8,24.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1012,Prod_Var_10120,3.0,9,27.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8110,Prod_Var_81100,7.5,3,22.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8100,Prod_Var_81000,7.5,3,22.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8072,Prod_Var_80720,3.25,20,65.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8073,Prod_Var_80730,3.5,4,14.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8080,Prod_Var_80800,8.5,5,42.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_8080,Prod_Var_80801,10.0,5,50.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5003,Prod_Var_50030,4.5,3,13.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1140,Prod_Var_11400,2.75,10,27.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_7910,Prod_Var_79100,5.5,10,55.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_7900,Prod_Var_79000,3.25,12,39.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_6800,Prod_Var_68004,12.5,2,25.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_6800,Prod_Var_68005,12.5,2,25.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_6800,Prod_Var_68006,12.5,1,12.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_6800,Prod_Var_68007,12.5,1,12.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_9100,Prod_Var_91003,3.0,3,9.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3010,Prod_Var_30101,3.5,3,10.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3030,Prod_Var_30300,2.75,3,8.25,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3022,Prod_Var_30220,2.75,10,27.5,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1350,Prod_Var_13500,12.6,3,37.8,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1330,Prod_Var_13300,10.5,2,21.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1370,Prod_Var_13700,9.95,3,29.85,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_79006,Prod_Var_79006,3.25,3,9.75,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_3023,Prod_Var_30221,3.75,3,11.25,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_1143,Prod_Var_11430,2.75,3,8.25,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2015,Prod_Var_20154,12.0,2,24.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2015,Prod_Var_20155,12.0,2,24.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2015,Prod_Var_20156,12.0,2,24.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2015,Prod_Var_20157,12.0,2,24.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2010,Prod_Var_20106,30.0,2,60.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2010,Prod_Var_20104,30.0,2,60.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2010,Prod_Var_20105,30.0,2,60.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2010,Prod_Var_20107,30.0,2,60.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2010,Prod_Var_20108,30.0,2,60.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2012,Prod_Var_20124,4.0,1,4.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2012,Prod_Var_20125,4.0,1,4.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2012,Prod_Var_20126,4.0,1,4.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2012,Prod_Var_20127,4.0,1,4.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_2012,Prod_Var_20128,4.0,1,4.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5700,Prod_Var_57002,3.0,2,6.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5700,Prod_Var_57102,4.0,2,8.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5700,Prod_Var_57003,3.0,2,6.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
110,Completed,6/15/2013,Saturday,June,2013.0,Cust_1019,Company_82227,Prod_5700,Prod_Var_57103,4.0,2,8.0,Received,453,453,Business,Manchester Center,Vermont,5255,United States
112,Completed,6/10/2013,Monday,June,2013.0,Cust_2477,Company_89552,Prod_1140,Prod_Var_11410,2.75,30,82.5,Received,455,455,Business,Roseville,California,95678,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_4000,Prod_Var_40006,5.0,3,15.0,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_4400,Prod_Var_44000,1.75,3,5.25,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_4400,Prod_Var_44002,1.75,3,5.25,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_8060,Prod_Var_80605,4.35,3,13.05,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5080,Prod_Var_50800,2.75,3,8.25,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5080,Prod_Var_50801,2.75,3,8.25,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5002,Prod_Var_50221,2.25,2,4.5,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5002,Prod_Var_50223,2.6,2,5.2,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5002,Prod_Var_50321,2.25,2,4.5,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5002,Prod_Var_50323,2.6,3,7.8,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_7700,Prod_Var_77000,6.0,6,36.0,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_8072,Prod_Var_80720,3.25,20,65.0,Received,456,456,Business,Overland Park,Kansas,66209,United States
113,Completed,6/10/2013,Monday,June,2013.0,Cust_2941,Company_52390,Prod_5001,Prod_Var_50011,3.5,3,10.5,Received,456,456,Business,Overland Park,Kansas,66209,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_1007,Prod_Var_10070,3.5,6,21.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_7350,Prod_Var_73500,9.0,60,540.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_2600,Prod_Var_26008,4.5,12,54.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_2600,Prod_Var_26009,4.5,6,27.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_2024,Prod_Var_20260,4.5,60,270.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_2024,Prod_Var_20240,4.5,12,54.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
114,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2802,Company_43754,Prod_2024,Prod_Var_20221,4.5,30,135.0,Received,457,457,Residential,Alpharetta,Georgia,30005,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_1009,Prod_Var_10090,3.0,10,30.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_3500,Prod_Var_35000,11.5,1,11.5,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_3500,Prod_Var_35001,11.5,1,11.5,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_3500,Prod_Var_35003,11.5,2,23.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_8073,Prod_Var_80730,3.5,18,63.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_1140,Prod_Var_11400,2.75,18,49.5,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_7900,Prod_Var_79000,3.25,18,58.5,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_6400,Prod_Var_64000,8.0,1,8.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_6400,Prod_Var_64001,8.0,2,16.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_6400,Prod_Var_64017,9.0,2,18.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
115,Completed,6/11/2013,Tuesday,June,2013.0,Cust_2923,Company_93577,Prod_6400,Prod_Var_64014,8.0,1,8.0,Received,367,367,Residential,Little Rock,Arkansas,72227,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_4000,Prod_Var_40006,5.0,3,15.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_4100,Prod_Var_41000,2.8,5,14.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_4400,Prod_Var_44002,1.75,3,5.25,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_4400,Prod_Var_44000,1.75,3,5.25,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_5080,Prod_Var_50800,2.75,2,5.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_5080,Prod_Var_50801,2.75,3,8.25,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_5002,Prod_Var_50421,2.25,3,6.75,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_7550,Prod_Var_75500,5.5,2,11.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_7550,Prod_Var_75502,5.5,2,11.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_8072,Prod_Var_80720,3.25,2,6.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_8072,Prod_Var_80700,3.25,2,6.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_5004,Prod_Var_50041,5.5,2,11.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_5004,Prod_Var_50040,5.5,2,11.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_6203,Prod_Var_62031,3.5,3,10.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_2600,Prod_Var_26008,4.5,1,4.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_2600,Prod_Var_26009,4.5,2,9.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_2600,Prod_Var_26010,4.5,1,4.5,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_2600,Prod_Var_26011,4.5,2,9.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_2600,Prod_Var_26012,4.5,2,9.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_3030,Prod_Var_30300,2.75,5,13.75,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_6050,Prod_Var_60500,1.25,4,5.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
5,Completed,4/17/2013,Wednesday,April,2013.0,Cust_2917,Company_59328,Prod_6050,Prod_Var_60510,4.0,2,8.0,Received,50,50,Business,State College,Pennsylvania,16801,United States
7,Completed,4/18/2013,Thursday,April,2013.0,Cust_1665,Company_94837,Prod_7820,Prod_Var_78201,11.5,2,23.0,Received,220,220,Residential,Lafayette,Georgia,30728,United States
